Date,inflation,inflation_lag1,inflation_lag4,inflation_ma4,gdp_growth_lag1,unemployment_lag1,imports_lag1,import_ratio_lag1,trade_balance_lag1
2000-03-31,3.033333333333333,2.0,-0.0666666666666666,1.7999999999999998,8.007225745645897,2.466666666666667,6355.0,1.155307506317378,1060.8000000000002
2000-06-30,3.5,3.033333333333333,1.2666666666666666,2.3583333333333334,1.4343628992673718,2.533333333333333,6693.7,1.1996738117427772,1429.8000000000002
2000-09-30,4.2,3.5,0.9,3.1833333333333336,1.9320381389346772,2.2,7035.2,1.236979990856982,1444.000000000001
2000-12-31,4.366666666666666,4.2,2.0,3.775,-0.4026444421000752,2.1,7181.0,1.2677200105922852,1350.3999999999996
2001-03-31,2.966666666666667,4.366666666666666,3.033333333333333,3.758333333333333,6.886750816488663,2.1,7769.2,1.2831896409341657,1034.4000000000003
2001-06-30,3.0666666666666664,2.966666666666667,3.5,3.65,-3.8334489479073808,2.066666666666667,7169.7,1.231378273937312,1812.3
2001-09-30,2.2666666666666666,3.0666666666666664,4.2,3.166666666666666,1.6298840704164874,1.7333333333333334,7714.3,1.3036637712508874,1163.999999999999
2001-12-31,1.3,2.2666666666666666,4.366666666666666,2.4,-3.14496231453002,1.7333333333333334,7355.5,1.2833912026939789,1082.2999999999993
2002-03-31,2.0333333333333337,1.3,2.966666666666667,2.166666666666667,11.821052815242616,2.066666666666667,7506.4,1.1712645112969666,1108.1000000000004
2002-06-30,1.4666666666666668,2.0333333333333337,3.0666666666666664,1.7666666666666668,-5.158532018474604,2.3000000000000003,7158.0,1.177651278338982,1814.5
2002-09-30,2.033333333333333,1.4666666666666668,2.2666666666666666,1.7083333333333337,5.266361751834436,2.3,7198.4,1.1250488410984167,1616.2000000000007
2002-12-31,2.6333333333333333,2.033333333333333,1.3,2.041666666666667,-4.77783161152181,2.533333333333333,6940.4,1.1391524144043592,1201.9000000000003
2003-03-31,3.366666666666667,2.6333333333333333,2.0333333333333337,2.375,5.734825854315062,3.1,7297.8,1.132846941943496,878.3999999999996
2003-06-30,2.4,3.366666666666667,1.4666666666666668,2.6083333333333334,-2.056814653834216,3.5666666666666664,7004.7,1.110183057294556,1266.3000000000002
2003-09-30,2.2666666666666666,2.4,2.033333333333333,2.666666666666667,4.161977969728192,3.466666666666667,7170.6,1.0910667823070253,1278.699999999999
2003-12-31,2.033333333333333,2.2666666666666666,2.6333333333333333,2.5166666666666666,-3.18163144200484,3.733333333333333,7365.2,1.1575043218607577,1401.5999999999997
2004-03-31,2.2666666666666666,2.033333333333333,3.366666666666667,2.2416666666666667,9.737545183089736,4.466666666666666,7868.2,1.126829547732936,1487.0999999999997
2004-06-30,3.3666666666666667,2.2666666666666666,2.4,2.4833333333333334,-2.7153209406238443,5.033333333333333,8021.5,1.1808479316943914,1683.7999999999993
2004-09-30,3.5,3.3666666666666667,2.2666666666666666,2.7916666666666665,4.450169291918149,4.8,8578.0,1.2089693177173622,1375.5
2004-12-31,3.866666666666666,3.5,2.033333333333333,3.25,-2.076022155511392,4.833333333333333,8277.7,1.191378814047208,1746.3999999999996
2005-03-31,3.2,3.866666666666666,2.2666666666666666,3.4833333333333334,5.830454807138752,5.133333333333333,9370.8,1.2744012729325045,1464.2000000000007
2005-06-30,3.5666666666666664,3.2,3.3666666666666667,3.533333333333333,-5.654757857230286,5.033333333333333,9127.4,1.3156991913280385,1785.300000000001
2005-09-30,4.333333333333333,3.5666666666666664,3.5,3.7416666666666663,6.591901748518869,4.5,9835.3,1.3300651827008896,1503.0
2005-12-31,4.033333333333333,4.333333333333333,3.866666666666666,3.783333333333333,0.1690422740919128,4.3,9731.9,1.313861025232547,2001.300000000001
2006-03-31,3.9,4.033333333333333,3.2,3.9583333333333335,15.321785854112946,4.766666666666667,10747.3,1.258171388433622,1848.1000000000004
2006-06-30,3.633333333333333,3.9,3.5666666666666664,3.975,-3.417232498243972,4.833333333333333,11297.2,1.369340977685119,2554.2999999999997
2006-09-30,2.833333333333333,3.633333333333333,4.333333333333333,3.6,3.711470163997999,4.333333333333333,11636.8,1.3600271145238012,2536.800000000001
2006-12-31,1.5333333333333332,2.833333333333333,4.033333333333333,2.975,-3.3449037551277927,4.366666666666666,11303.5,1.3667912117144896,2694.2000000000007
2007-03-31,2.1666666666666665,1.5333333333333332,3.9,2.541666666666666,10.018016710801556,4.766666666666667,12971.7,1.4256808739806124,2330.9
2007-06-30,2.3666666666666667,2.1666666666666665,3.633333333333333,2.225,0.0824302639966578,4.6000000000000005,12123.5,1.3313602969438068,3008.6000000000004
2007-09-30,2.1666666666666665,2.3666666666666667,2.833333333333333,2.0583333333333336,5.509493636134,3.966666666666667,12864.3,1.3389433585212016,3091.900000000001
2007-12-31,3.966666666666667,2.1666666666666665,1.5333333333333332,2.666666666666667,-5.389371135952037,3.8,12908.5,1.42007700770077,3053.7999999999997
2008-03-31,4.266666666666667,3.966666666666667,2.1666666666666665,3.1916666666666664,8.229922992299233,4.3,14015.1,1.424573850641892,2766.199999999999
2008-06-30,4.8,4.266666666666667,2.3666666666666667,3.8,0.3720230532318291,4.766666666666667,12800.2,1.2962621649265291,3612.7000000000007
2008-09-30,5.133333333333333,4.8,2.1666666666666665,4.541666666666666,3.37326703596057,4.433333333333334,13504.9,1.322998099492545,3245.000000000002
2008-12-31,2.2,5.133333333333333,3.966666666666667,4.1,-4.374106075745998,4.866666666666666,13654.1,1.3987993402518109,2702.6000000000004
2009-03-31,0.1666666666666666,2.2,4.266666666666667,3.075,4.1439152571891125,5.6000000000000005,12340.8,1.2139526648173289,2753.0
2009-06-30,-0.7333333333333334,0.1666666666666666,4.8,1.6916666666666669,-7.885262350233124,5.633333333333333,10290.8,1.0989513252600327,3451.300000000001
2009-09-30,-0.7000000000000001,-0.7333333333333334,5.133333333333333,0.2333333333333333,2.9730249247132745,4.933333333333334,10775.9,1.1175305415551822,2791.800000000001
2009-12-31,1.3333333333333333,-0.7000000000000001,2.2,0.0166666666666666,-0.9084686702756528,4.833333333333333,11396.5,1.19272632129775,3124.5
2010-03-31,2.833333333333333,1.3333333333333333,0.1666666666666666,0.6833333333333332,9.774986917844064,5.066666666666666,12682.5,1.209123844027076,3252.5
2010-06-30,2.833333333333333,2.833333333333333,-0.7333333333333334,1.5749999999999995,-3.382591286109249,4.9,12819.4,1.264964180695072,3271.300000000001
2010-09-30,2.7,2.833333333333333,-0.7000000000000001,2.425,5.19034556255058,4.266666666666667,14333.4,1.3445713964090729,2894.199999999999
2010-12-31,2.833333333333333,2.7,1.3333333333333333,2.8,-3.261664884336135,4.266666666666667,13618.9,1.320620606060606,3561.800000000001
2011-03-31,3.766666666666667,2.833333333333333,2.833333333333333,3.033333333333333,9.53503030303029,4.9,14759.7,1.3066538005276298,3734.599999999999
2011-06-30,3.866666666666666,3.766666666666667,2.833333333333333,3.2916666666666665,-3.650029214398265,4.866666666666667,15187.1,1.3954242660908716,3498.800000000001
2011-09-30,3.5666666666666664,3.866666666666666,2.7,3.5083333333333333,1.8514264712638395,4.6000000000000005,15337.5,1.3836265223274695,3347.7999999999997
2011-12-31,3.733333333333333,3.5666666666666664,2.833333333333333,3.733333333333333,-2.890392422192145,4.833333333333333,15338.5,1.4249019935715217,3387.0999999999985
2012-03-31,3.1333333333333333,3.733333333333333,3.766666666666667,3.5749999999999997,7.670512606134916,5.033333333333334,15846.4,1.367212237819556,3180.199999999999
2012-06-30,2.766666666666667,3.1333333333333333,3.866666666666666,3.3,-2.812696824068406,5.2,15829.5,1.405280399137097,3500.7000000000007
2012-09-30,2.9,2.766666666666667,3.5666666666666664,3.1333333333333333,1.2295482187086648,4.8,16238.4,1.4240712807380644,3174.000000000002
2012-12-31,2.8000000000000003,2.9,3.733333333333333,2.9000000000000004,-0.9620444101448687,4.866666666666666,16402.4,1.4524267030310545,3458.5
2013-03-31,2.1666666666666665,2.8000000000000003,3.1333333333333333,2.6583333333333337,11.271484357705152,5.4,16933.9,1.347596689479548,4120.899999999998
2013-06-30,1.7,2.1666666666666665,2.766666666666667,2.3916666666666666,-7.761419703963068,5.866666666666667,17085.7,1.4740869835298989,3684.899999999998
2013-09-30,1.7,1.7,2.9,2.091666666666667,5.42590180058149,5.633333333333333,17591.6,1.439621591541458,3797.600000000002
2013-12-31,1.2,1.7,2.8000000000000003,1.6916666666666664,-2.1359127958361923,5.8,17600.8,1.4718110815647316,3657.2000000000007
2014-03-31,1.0333333333333334,1.2,2.1666666666666665,1.4083333333333332,11.43110397538174,6.2,18491.7,1.3876823557663445,4685.0
2014-06-30,1.1666666666666667,1.0333333333333334,1.7,1.275,-7.61241520081647,6.2,18425.8,1.4966696991357462,3706.9000000000015
2014-09-30,0.7333333333333333,1.1666666666666667,1.7,1.0333333333333334,2.2670413932029287,5.7,18688.8,1.484380832863395,4336.200000000001
2014-12-31,-0.1,0.7333333333333333,1.2,0.7083333333333333,1.0571630540971988,6.0,19510.6,1.5334423188770296,4259.700000000001
2015-03-31,-0.4666666666666666,-0.1,1.0333333333333334,0.3333333333333333,11.340522187465618,6.3,21396.5,1.5103802686657772,4341.0
2015-06-30,0.3,-0.4666666666666666,1.1666666666666667,0.1166666666666666,-7.247481699526337,6.533333333333334,21657.4,1.648254132545892,4227.0
2015-09-30,0.0333333333333333,0.3,0.7333333333333333,-0.0583333333333333,2.5251910256019805,6.166666666666667,21954.1,1.6296821414255385,4466.100000000002
2015-12-31,0.4000000000000001,0.0333333333333333,-0.1,0.0666666666666666,-2.4637379930816383,6.400000000000001,20923.9,1.5924426348034553,4361.599999999999
2016-03-31,-0.1333333333333333,0.4000000000000001,-0.4666666666666666,0.15,9.531565128049005,6.733333333333333,21711.4,1.508584689999236,4562.599999999999
2016-06-30,-0.5333333333333333,-0.1333333333333333,0.3,-0.0583333333333333,-7.460446501156892,6.666666666666667,21458.7,1.6112312474658737,4408.099999999999
2016-09-30,-0.1,-0.5333333333333333,0.0333333333333333,-0.0916666666666666,3.031941253322512,6.066666666666666,21992.4,1.6027109750765196,4354.399999999998
2016-12-31,0.9666666666666668,-0.1,0.4000000000000001,0.05,1.164553272117752,6.166666666666667,21592.7,1.5554683110259475,5174.700000000001
2017-03-31,2.566666666666667,0.9666666666666668,-0.1333333333333333,0.7250000000000001,10.115402901641012,6.433333333333334,23393.3,1.53037419861311,5038.5
2017-06-30,2.0,2.566666666666667,-0.5333333333333333,1.3583333333333334,-10.022896768284706,6.1000000000000005,22646.2,1.6465293480394652,4136.5
2017-09-30,2.033333333333333,2.0,-0.1,1.8916666666666668,4.519445393670152,5.366666666666667,23176.6,1.612229139856005,4323.800000000003
2017-12-31,1.8666666666666665,2.033333333333333,0.9666666666666668,2.1166666666666667,-1.5742061145699204,5.366666666666667,23033.2,1.6278800214853135,4944.099999999999
2018-03-31,1.1666666666666667,1.8666666666666665,2.566666666666667,1.7666666666666666,12.304582591241896,5.633333333333333,24822.7,1.5621389283961182,5035.700000000001
2018-06-30,1.933333333333333,1.1666666666666667,2.0,1.75,-10.386905136499225,5.666666666666667,23806.1,1.671811906149708,4526.4000000000015
2018-09-30,2.533333333333333,1.933333333333333,2.033333333333333,1.875,4.531696594731627,5.4,24369.2,1.6371649311387304,4898.399999999998
2018-12-31,2.433333333333333,2.533333333333333,1.8666666666666665,2.0166666666666666,-0.4454148471615626,5.5,24621.1,1.6614885246344144,5310.5
2019-03-31,2.033333333333333,2.433333333333333,1.1666666666666667,2.2333333333333334,9.658741994911836,5.433333333333334,26310.3,1.6190953846153846,4870.4000000000015
2019-06-30,1.9666666666666668,2.033333333333333,1.933333333333333,2.2416666666666663,-10.785846153846157,5.633333333333333,26269.1,1.8119994757644529,4483.9000000000015
2019-09-30,1.3666666666666665,1.9666666666666668,2.533333333333333,1.95,6.924047926165566,5.466666666666666,27009.6,1.7424311823031913,4794.700000000001
2019-12-31,1.2,1.3666666666666665,2.433333333333333,1.6416666666666666,-0.6947894020424394,5.566666666666666,27561.9,1.790501123858277,5046.399999999998
2020-03-31,1.5333333333333332,1.2,2.033333333333333,1.5166666666666666,10.587654449309449,5.7,29060.3,1.7070997227313311,4711.100000000002
2020-06-30,-0.9333333333333336,1.5333333333333332,1.9666666666666668,0.7916666666666665,-9.269702523614832,6.266666666666667,26976.2,1.7465749876984435,5092.799999999999
2020-09-30,-0.1333333333333333,-0.9333333333333336,1.3666666666666665,0.4166666666666666,-0.5516276901561645,7.333333333333333,25155.7,1.6377408854166666,5641.200000000001
2020-12-31,-0.4666666666666666,-0.1333333333333333,1.2,-6.938893903907227e-17,3.011718749999992,6.7,27780.6,1.7557544272117096,5027.4000000000015
2021-03-31,1.0333333333333334,-0.4666666666666666,1.5333333333333332,-0.125,12.948567239265362,6.466666666666666,30474.3,1.7051993688239309,5712.200000000001
2021-06-30,3.5666666666666664,1.0333333333333334,-0.9333333333333336,1.0,-5.612878677663769,6.5,30694.9,1.819679517200904,5863.299999999996
2021-09-30,3.6,3.5666666666666664,-0.1333333333333333,1.933333333333333,5.283282844151471,5.4,33099.6,1.8637686871815085,5192.300000000003
2021-12-31,5.666666666666667,3.6,-0.4666666666666666,3.466666666666667,1.2601706129113932,4.933333333333334,32282.0,1.7951099075253152,6822.5
